Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review
2022 Pivot Mach 6 Ride SLX/XT Mint Relic MD,2022,Pivot,NoModelFound,2022,,4500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,model
2016 Transition Patrol - alloy - L,2016,Transition,Patrol,2016,,1800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2015 Santa Cruz 5010,2015,Santa Cruz,5010,2015,,1900,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",130 mm,currency
2020 Yeti SB150 - medium,2020,Yeti,SB150,2020,,3600,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2020 Commencal TR29 SX Custom build with 140mm rear trravel,2020,Commencal,NoModelFound,2020,,3200,USD,"Good - Used, Mechanically Sound",L,"29""",150 mm,model
2019 Specialized,2019,Specialized,NoModelFound,2019,,3000,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",80 mm,model
2020 Med Ibis HD5,2020,Ibis,NoModelFound,2020,,4500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,model
2023 YT Capra Core 1,2023,YT,Capra,2023,,3500,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2019 Transition Patrol - Large,2019,Transition,Patrol,2019,,3000,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2019 Ibis HD4 Custom Hope Build with Carbon Wheelset,2019,Ibis,NoModelFound,2019,,3700,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,model
2023 Deviate Claymore - medium,2023,Deviate,Claymore,2023,,11000,CAD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2021 Rocky Mountain Altitude,2021,Rocky Mountain,Altitude,2021,,3000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2016 IBiS Ripley 29er,2016,Ibis,NoModelFound,2016,,1598,USD,"Good - Used, Mechanically Sound",XL,"29""",120 mm,model
2019 Transition sentinel medium,2019,Transition,Sentinel,2019,,2500,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2018 Transition Patrol,2018,Transition,Patrol,2018,,3000,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",180 mm,currency
2020 Sanata Cruz Tallboy C XL,2020,NoManufacturer,Tallboy,2020,,3000,USD,Excellent - Lightly Ridden,XL,"29""",140 mm,manufacturer
2019 Giant Reign Advanced 1,2019,Giant,Reign,2019,,2600,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
"2020 Diamondback Release 4C, Medium",2020,Diamondback,Release,2020,,2200,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,currency
2019 Santa Cruz 5010C R+ build kit,2019,Santa Cruz,5010,2019,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",140 mm,currency
2020 Santa Cruz Megatower C,2020,Santa Cruz,Mega,2020,,3150,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2019 Santa cruz bronson,2019,Santa Cruz,Bronson,2019,,3500,USD,New - Unridden/With Tags,L,"27.5"" / 650B",160 mm,currency
2017 commencal meta AM,2017,Commencal,NoModelFound,2017,,1100,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,model
2018 Norco Range C2,2018,Norco,Range,2018,,2900,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2022 Santa Cruz nomad xl,2022,Santa Cruz,Nomad,2022,,3500,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",170 mm,currency
2020 Transition Patrol X01 Carbon Size Large,2020,Transition,Patrol,2020,,3000,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2023 Specialized Status 160 M S4,2023,Specialized,Status,2023,,3700,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
Trek Slash 7 - XL (PRICE DROP!!!),,Trek,Slash,,,1200,USD,"Good - Used, Mechanically Sound","21.5""","27.5"" / 650B",160 mm,price
2018 Kona Process 153 CR size medium,2018,Kona,Process 153,2018,,2300,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2021 Intense Primer 29,2021,Intense,Prime,2021,,2900,USD,Excellent - Lightly Ridden,M,"29""",150 mm,currency
2015 S Works enduro,2015,NoManufacturer,Enduro,2015,,4000,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,manufacturer
"2017 Yeti SB6 TURQ X01 Eagle, Large, 27.5''",2017,Yeti,NoModelFound,2017,,2100,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,model
2020 EVIL WRECKY V3,2020,Evil,NoModelFound,2020,,6500,USD,Excellent - Lightly Ridden,M,"29""",180 mm,model
2021 Ibis Ripmo MED ONYX NOBL OHLINS abs STEAL! 8k bike,2021,Ibis,Ripmo,2021,,3475,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2017 Scott Genius LT 720,2017,Scott,Genius,2017,,3300,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2016 Intense Tracer 27.5,2016,Intense,Tracer,2016,,1650,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2020 Ibis Ripmo AF Size L with Cascade Link,2020,Ibis,Ripmo,2020,,2100,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2023 Specialized Enduro Expert  S4 size,2023,Specialized,Enduro,2023,,4800,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
"2021 Norco Sight A2, SMALL frame",2021,Norco,Sight,2021,,3800,CAD,Excellent - Lightly Ridden,S,"29""",160 mm,currency
2019 Small Scott Genius 720,2019,Scott,Genius,2019,,3200,CAD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",150 mm,currency
2022 Santa Cruz Bronson C,2022,Santa Cruz,Bronson,2022,,4300,USD,Excellent - Lightly Ridden,L,"29""",,currency
2019 Orbea Rallon M10,2019,Orbea,Rallon,2019,,3700,CAD,"Good - Used, Mechanically Sound",S,"29""",160 mm,currency
2021 Specialized Enduro Comp W/ Upgrades,2021,Specialized,Enduro,2021,,3800,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
"2022 Specialized Stumpjumper EVO S-Works, EXT, Better Bolts",2022,Specialized,Stumpjumper EVO,2022,,7599,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2019 Large Carbon Transition Patrol Gx,2019,Transition,Patrol,2019,,3800,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2016 Pivot Mach 6 Carbon Large,2016,Pivot,NoModelFound,2016,,1800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,model
2018 Scott Genius 700 Tuned,2018,Scott,Genius,2018,,3800,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",150 mm,currency
2018 Canyon Torque CF,2018,Canyon,Torque,2018,,3250,USD,Excellent - Lightly Ridden,S,"27.5"" / 650B",180 mm,currency
2019 Juliana Furtado S Kit Carbon,2019,Juliana,Furtado,2019,,4000,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",130 mm,currency
"2015 Santa Cruz Bronson C, XL",2015,Santa Cruz,Bronson,2015,,2700,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",150 mm,currency
2017 Large Santa Cruz HightowerLT,2017,Santa Cruz,Hightower,2017,,2500,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2022 Large Transition Sentinel V2 w/ upgrades PRICE DROP,2022,Transition,Sentinel,2022,,4200,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2018 Trek Remedy 9.8 Carbon,2018,Trek,Remedy,2018,,2200,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2019 Rocky Mountain Instinct,2019,Rocky Mountain,Instinct,2019,,3500,CAD,Excellent - Lightly Ridden,L,"29""",140 mm,currency
2022 Trek Slash 7 with lots of upgrades,2022,Trek,Slash,2022,,2500,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2019 Kona Process 153CR,2019,Kona,Process 153,2019,,3300,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2019 Spartan,2019,NoManufacturer,Spartan,2019,,3400,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,manufacturer
2021 Guerilla Gravity Shred Dog,2021,NoManufacturer,NoModelFound,2021,,4000,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,manufacturer
2020 Scott Ransom 900 tuned XL,2020,Scott,Ransom,2020,,5000,USD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2019 Evil Insurgent Medium,2019,Evil,Insurgent,2019,,3000,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2018 Large Giant Reign AP0 27.5,2018,Giant,Reign,2018,,2250,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2020 Santa Cruz 5010 C Size Large,2020,Santa Cruz,5010,2020,,3000,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",130 mm,currency
2019 Rocky Mountain Slayer C70 Small,2019,Rocky Mountain,Slayer,2019,,4100,CAD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",170 mm,currency
2017 Santa Cruz Bronson - Model S - XL Frame,2017,Santa Cruz,Bronson,2017,,2500,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",150 mm,currency
2022 Niner WFO 9,2022,Niner,NoModelFound,2022,,8000,CAD,Excellent - Lightly Ridden,L,"29""",180 mm,model
2021 Selling Altitude A70 XL,2021,NoManufacturer,Altitude,2021,,3200,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,manufacturer
2013 Rocky Mountain Altitude,2013,Rocky Mountain,Altitude,2013,,1500,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,currency
2019 YETI SB6 X01 TURQ,2019,Yeti,NoModelFound,2019,,3200,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,model
2017 Marin trail attack 8,2017,Marin,Rail,2017,,1600,CAD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,currency
2021 YETI SB150 T2 TURQ SMALL/MEDIUM,2021,Yeti,SB150,2021,,4950,USD,Excellent - Lightly Ridden,S,"29""",170 mm,currency
2019 SANTACRUZ NOMAD CC LARGE,2019,NoManufacturer,Nomad,2019,,4000,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,manufacturer
2014 Medium Rocky Mountain Altitude 750 MSL,2014,Rocky Mountain,Altitude,2014,,2300,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2021 Yeti SB150,2021,Yeti,SB150,2021,,3900,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2020 Sant Cruz Nomad Carbon S Large,2020,NoManufacturer,Nomad,2020,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,manufacturer
Knolly Delirium CUSTOM,,Knolly,NoModelFound,,,2450,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,price
2021 Nukeproof Mega 275 medium frame,2021,Nukeproof,Mega,2021,,3500,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,currency
2021 Norco Sight A2,2021,Norco,Sight,2021,,3200,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2022 Yeti SB140 Lunch Ride MD,2022,Yeti,SB140,2022,,4800,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2009 Specialized Enduro Comp,2009,Specialized,Enduro,2009,,450,CAD,"Good - Used, Mechanically Sound",XL,"26""",150 mm,currency
2021 Santa Cruz Nomad 5 CC X01 Medium,2021,Santa Cruz,Nomad,2021,,5800,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2021 Medium Esker Rowl,2021,NoManufacturer,NoModelFound,2021,,3800,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,manufacturer
2023 Trek Slash 9.8 XT,2023,Trek,Slash,2023,,5100,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2019 Kona Process 153 CR XL,2019,Kona,Process 153,2019,,3000,USD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",,currency
2021 Medium Salsa Cassidy slx,2021,Salsa,NoModelFound,2021,,1800,USD,"Good - Used, Mechanically Sound",M,"29""",180 mm,model
2020 Santa Cruz Nomad,2020,Santa Cruz,Nomad,2020,,3300,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
2020 Trek Fuel Ex5 29,2020,Trek,Fuel EX,2020,,1600,USD,Excellent - Lightly Ridden,L,"29""",130 mm,currency
2020 Carbon!!! Hardly ridden Scott 920 Genius,2020,Scott,Genius,2020,,3750,CAD,Excellent - Lightly Ridden,XL,"29""",150 mm,currency
2019 YT Jeffsy CF Pro Race 27 XXL,2019,YT,Jeffsy,2019,,2550,USD,"Good - Used, Mechanically Sound",XXL,"27.5"" / 650B",160 mm,currency
2019 Trek Slash 8,2019,Trek,Slash,2019,,3250,CAD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 Knolly Chilcotin 151 Large,2021,Knolly,Chilcotin,2021,,4500,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2020 YETI SB165 T1,2020,Yeti,SB165,2020,,8000,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
2021 Knolly Fugitive 150/138 29er; Small,2021,Knolly,Fugitive,2021,,4000,USD,Excellent - Lightly Ridden,S,"29""",150 mm,currency
2021 XL Ripmo V2 Bug Zapper Blue!,2021,NoManufacturer,Ripmo,2021,,4850,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,manufacturer
2021 Treck rosco 6 size medium 27.5,2021,NoManufacturer,NoModelFound,2021,,650,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",120 mm,manufacturer
2019 Stump Jumper Expert,2019,NoManufacturer,NoModelFound,2019,,3200,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",150 mm,manufacturer
2021 Ibis Ripmo V2 - XL,2021,Ibis,Ripmo,2021,,4999,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2019 SPECIALIZED SWORKS M ENDURO PERFECT CONDITION,2019,Specialized,Nduro,2019,,3900,USD,Excellent - Lightly Ridden,M,650C,170 mm,currency
2023 Fezzari LaSal Peak,2023,Ari,NoModelFound,2023,,2600,USD,Excellent - Lightly Ridden,M,"29""",180 mm,model
2022 Marin Alpine Trail Carbon 1. Size XL.,2022,Ari,Alpine Trail,2022,,3000,USD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2019 Santa Cruz Bronson C Large,2019,Santa Cruz,Bronson,2019,,2800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2020 Specialized Stumpjumper - Upgraded and Rebuilt,2020,Specialized,NoModelFound,2020,,3500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,model
2016 Norco Range C 7.2,2016,Norco,Range,2016,,2300,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2021 Well Maintained Trek Fuel EX 9.8 XT,2021,Trek,Fuel EX,2021,,3999,USD,Excellent - Lightly Ridden,L,"29""",150 mm,currency
2018 Bronson C,2018,NoManufacturer,Bronson,2018,,3200,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,manufacturer
2021 S5 Stumpjumper Evo,2021,NoManufacturer,Stumpjumper EVO,2021,,3200,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,manufacturer
2022 Knolly Chilcotin 167 - Size Large - Price lowered,2022,Knolly,Chilcotin,2022,,5000,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2019 Liv Hail 2,2019,Liv,Hail,2019,,2600,CAD,Excellent - Lightly Ridden,S,"27.5"" / 650B",170 mm,currency
2022 Yeti sb150 c2,2022,Yeti,SB150,2022,,5250,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2022 IBIS RIPMO X2 DEORE BIKE - PRICE DROP,2022,Ibis,Ripmo,2022,,4200,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2021 Santa Cruz 5010 XT Build size: L,2021,Santa Cruz,5010,2021,,3000,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",140 mm,currency
2022 XL Transition Sentinel,2022,Transition,Sentinel,2022,,2800,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2017 YT Capra-jordies ol whip,2017,YT,Capra,2017,,3000,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2019 Transition Patrol,2019,Transition,Patrol,2019,,2800,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",170 mm,currency
2016 Santa Cruz Hightower,2016,Santa Cruz,Hightower,2016,,2500,USD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,currency
"Trek Slash 9.8, Large - Carbon Fiber Frame.",,Trek,Slash,,,3200,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,price
2021 Specialized Enduro Comp S4 *Like New*,2021,Specialized,Enduro,2021,,4500,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2017 Transition Patrol Large 27.5,2017,Transition,Patrol,2017,,2400,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2020 Trance Advanced Carbon price drop,2020,NoManufacturer,NoModelFound,2020,,1600,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,manufacturer
2021 Giant Reign Advanced Pro 29 1,2021,Giant,Reign,2021,,3300,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2020 Norco Sight (X01 / Code RSC / Kashima F&R),2020,Norco,Sight,2020,,4000,CAD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",170 mm,currency
2020 Rocky Mountain Thunderbolt,2020,Rocky Mountain,Thunderbolt,2020,,1500,CAD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",180 mm,currency
2021 Evil Wreckoning V3 XO1 AXS w/ Upgrades,2021,Evil,Wreckoning,2021,,4500,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2017 Santa Cruz Nomad,2017,Santa Cruz,Nomad,2017,,2000,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2021 NUKEPROOF MEGA 275 ALLOY,2021,Nukeproof,Mega,2021,,2300,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,currency
2019 Specialized Enduro size L 27.5 6 fattie,2019,Specialized,Enduro,2019,,2500,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
2019 Custom Norco Range XS,2019,Norco,Range,2019,,3200,CAD,"Good - Used, Mechanically Sound",XS,"27.5"" / 650B",170 mm,currency
2021 Brand New Ibis HD5 XTR i9 Magura,2021,Ibis,NoModelFound,2021,,3650,USD,New - Unridden/With Tags,L,"27.5"" / 650B",170 mm,model
2023 Scor 4060 Large,2023,Scor,NoModelFound,2023,,4250,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,model
2023 Transition Sentinel,2023,Transition,Sentinel,2023,,2900,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2023 Transition Spire,2023,Transition,Spire,2023,,2800,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2019 Santa Cruz Bronson CC X01,2019,Santa Cruz,Bronson,2019,,2250,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2024 Specialized Enduro Expert Vivid WR1 S5,2024,WR1,Enduro,2024,,3800,USD,Excellent - Lightly Ridden,XL,"29""",180 mm,currency
Rallon Large,,NoManufacturer,Rallon,,,4000,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,price
2019 Santa Cruz Nomad CC size medium w/upgrades,2019,Santa Cruz,Nomad,2019,,2690,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,currency
2021 Norco fluid fs 2,2021,Norco,Fluid,2021,,1900,CAD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",130 mm,currency
2021 Rocky Mountain Altitude C70 Coil - MX - Size L,2021,Rocky Mountain,Altitude,2021,,4300,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 YETI SB130,2021,Yeti,SB130,2021,,3500,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2024 Pivot Firebird Med  XTR Reyolds Carbon Wheelset,2024,Pivot,NoModelFound,2024,,4599,USD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2013 Devinci Dixon RC,2013,Devinci,NoModelFound,2013,,2000,CAD,Excellent - Lightly Ridden,M,"26""",160 mm,model
2023 Santacruz magatower medium cc,2023,NoManufacturer,NoModelFound,2023,,7000,CAD,"Good - Used, Mechanically Sound",M,"29""",170 mm,manufacturer
2021 Santa Cruz Nomad C S,2021,Santa Cruz,Nomad,2021,,4700,CAD,Excellent - Lightly Ridden,S,"27.5"" / 650B",170 mm,currency
2022 Transition Patrol Custom Alloy M,2022,Transition,Patrol,2022,,2300,USD,"Good - Used, Mechanically Sound",M,"29""",180 mm,currency
2022 Transition Scout (small),2022,Transition,Scout,2022,,2350,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",150 mm,currency
2017 Scott Genius lt 720 Plus,2017,Scott,Genius,2017,,1700,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",160 mm,currency
2020 2019 kona process cr dl,2020,Kona,NoModelFound,2020,,2500,CAD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",160 mm,model
2021 Specialized Enduro Expert - S4 (Large),2021,Specialized,Enduro,2021,,3999,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2019 TREK Remedy 9.7 Carbon Mint,2019,Trek,Remedy,2019,,2800,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",150 mm,currency
2021 Specialized Status 140 Mountain Bike Size S1 XS,2021,Specialized,Status,2021,,1100,USD,Excellent - Lightly Ridden,XS,"27.5"" / 650B",140 mm,currency
2023 Yeti SB160 Turq Custom Build Size XL - I9 Wheels,2023,Yeti,NoModelFound,2023,,1900,USD,Excellent - Lightly Ridden,XL,"29""",170 mm,model
2021 Yeti SB-140,2021,Yeti,NoModelFound,2021,,2700,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,model
2019 Transition Sentinel,2019,Transition,Sentinel,2019,,2200,USD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2019 Pivot Mach 5.5 Mullet Edition,2019,Pivot,Mach 5.5,2019,,6000,CAD,Excellent - Lightly Ridden,L,"29""",150 mm,currency
2023 Kona Process 153 DL,2023,Kona,Process 153,2023,,2800,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2019 transition patrol,2019,Transition,Patrol,2019,,3800,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2020 Transition Patrol Carbon Large,2020,Transition,Patrol,2020,,3500,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2022 Custom Santa Cruz Bronson,2022,Santa Cruz,Bronson,2022,,4000,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2023 Specialized Stumpjumper EVO LTD / S4 / Moss,2023,Specialized,Stumpjumper EVO,2023,,4000,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2020 Yeti Sb165 Turq Build Large,2020,Yeti,SB165,2020,,4999,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,currency
2022 Canyon Torque CF8 Mullet,2022,Canyon,Torque,2022,,3750,CAD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2020 Giant Reign 29 2,2020,Giant,Reign,2020,,2000,CAD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2021 Trek Marlin 6 Alpine Blue,2021,Trek,Marlin,2021,,425,CAD,Excellent - Lightly Ridden,M,"29""",100 mm,currency
"2023 Commencal Meta TR V4 for Sale - $5,700 or Best Offer",2023,Commencal,Meta TR,2023,,5700,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 Custom Commencal Clash Small,2021,Commencal,Clash,2021,,3000,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",180 mm,currency
